Reaction.Time,Tempo 
1.249927044,100 bpm
1.348735094,100 bpm
1.416440964,100 bpm
1.727771044,100 bpm
0.933414936,100 bpm
0.997769117,100 bpm
1.000226974,100 bpm
1.033334017,100 bpm
1.03345418,100 bpm
1.049860954,100 bpm
1.050047874,100 bpm
1.069300175,100 bpm
1.083372116,100 bpm
1.083429098,100 bpm
1.100953102,100 bpm
1.117078066,100 bpm
1.131407976,100 bpm
1.133362055,100 bpm
1.150070906,100 bpm
1.183325052,100 bpm
1.199831009,100 bpm
1.216585159,100 bpm
1.217045069,100 bpm
1.266438961,100 bpm
1.266680002,100 bpm
1.299809933,100 bpm
1.649943113,100 bpm
1.682082891,100 bpm
0.900164843,100 bpm
0.90023303,100 bpm
0.916972876,100 bpm
0.94994998,100 bpm
0.966700077,100 bpm
1.000074863,100 bpm
1.000120163,100 bpm
1.00012207,100 bpm
1.000231028,100 bpm
1.033488989,100 bpm
1.06671381,100 bpm
1.066837072,100 bpm
1.116987944,100 bpm
1.133176088,100 bpm
1.149882078,100 bpm
1.165539026,100 bpm
1.233345985,100 bpm
1.39826107,100 bpm
1.399874926,100 bpm
1.695992947,100 bpm
1.883381844,100 bpm
1.901036978,100 bpm
2.068873882,100 bpm
2.316410065,100 bpm
1.049962997,100 bpm
1.300054073,100 bpm
1.216728926,100 bpm
1.133041143,100 bpm
1.450081825,100 bpm
1.000295162,100 bpm
1.285569906,100 bpm
1.283324003,100 bpm
1.633587122,100 bpm
1.06656909,100 bpm
1.000387907,100 bpm
1.316625118,100 bpm
1.149868965,100 bpm
0.902489901,100 bpm
1.231211901,100 bpm
1.799788952,100 bpm
1.266291857,100 bpm
1.116674185,100 bpm
1.116893053,100 bpm
0.916662931,100 bpm
1.349797964,100 bpm
1.183492899,100 bpm
1.366667032,100 bpm
1.14812398,100 bpm
1.228358984,100 bpm
1.716464996,100 bpm
0.950212955,100 bpm
1.449962854,100 bpm
1.149806023,100 bpm
1.133163214,100 bpm
1.066783905,100 bpm
1.381445169,100 bpm
1.249726057,100 bpm
0.933539152,100 bpm
0.96647501,100 bpm
1.416730881,100 bpm
1.26681304,100 bpm
1.699965954,100 bpm
0.866533995,100 bpm
1.017028093,100 bpm
1.366653919,100 bpm
0.8332479,100 bpm
1.083454847,100 bpm
1.366590977,100 bpm
1.099984169,100 bpm
1.250243902,100 bpm
1.466392994,100 bpm
1.519025803,100 bpm
0.750031948,140 bpm
0.766824007,140 bpm
0.800140858,140 bpm
0.833331823,140 bpm
0.833366156,140 bpm
0.833405972,140 bpm
0.833487988,140 bpm
0.85007,140 bpm
0.850148916,140 bpm
0.866416931,140 bpm
0.866714001,140 bpm
0.866737127,140 bpm
0.866754055,140 bpm
0.86679697,140 bpm
0.883373022,140 bpm
0.899993896,140 bpm
0.900300026,140 bpm
0.916686773,140 bpm
0.916778088,140 bpm
0.916779041,140 bpm
0.916821003,140 bpm
0.917038918,140 bpm
0.933352947,140 bpm
0.933403969,140 bpm
0.933406115,140 bpm
0.933414936,140 bpm
0.93344593,140 bpm
0.949994802,140 bpm
0.950104952,140 bpm
0.96672678,140 bpm
0.966741085,140 bpm
0.966756821,140 bpm
0.966830969,140 bpm
0.983291864,140 bpm
0.983371973,140 bpm
0.983446836,140 bpm
0.983742952,140 bpm
1.000087976,140 bpm
1.000128031,140 bpm
1.016740084,140 bpm
1.016764879,140 bpm
1.050019026,140 bpm
1.066529989,140 bpm
1.100006819,140 bpm
1.100064993,140 bpm
1.150145054,140 bpm
1.183417082,140 bpm
1.187963009,140 bpm
1.063845158,140 bpm
0.900477886,140 bpm
0.950131893,140 bpm
0.978713036,140 bpm
0.981984854,140 bpm
0.996558905,140 bpm
0.998540878,140 bpm
1.012552977,140 bpm
1.014698982,140 bpm
1.015259981,140 bpm
1.015269041,140 bpm
1.030649185,140 bpm
1.048905849,140 bpm
1.049431086,140 bpm
1.050580025,140 bpm
1.067227125,140 bpm
1.080984116,140 bpm
1.081228971,140 bpm
1.082464218,140 bpm
1.083620071,140 bpm
1.09871006,140 bpm
1.098711014,140 bpm
1.100466013,140 bpm
1.11398983,140 bpm
1.11653614,140 bpm
1.117048979,140 bpm
1.130341053,140 bpm
1.131881952,140 bpm
1.132117033,140 bpm
1.133378029,140 bpm
1.144010782,140 bpm
1.147246122,140 bpm
1.147886992,140 bpm
1.165340185,140 bpm
1.181240797,140 bpm
1.245911837,140 bpm
1.247895956,140 bpm
1.248582125,140 bpm
1.265666962,140 bpm
1.283838034,140 bpm
1.298967123,140 bpm
1.31707406,140 bpm
1.397372007,140 bpm
1.465500116,140 bpm
1.499002934,140 bpm
1.88360405,140 bpm
2.047472,140 bpm
1.21666193,140 bpm
0.933272123,140 bpm
1.016662121,140 bpm
1.016829968,140 bpm
1.017127991,140 bpm
1.033330917,140 bpm
1.033423185,140 bpm
1.033563137,140 bpm
1.050069094,140 bpm
1.083082914,140 bpm
1.08326602,140 bpm
1.083431959,140 bpm
1.083719015,140 bpm
1.100059986,140 bpm
1.116724968,140 bpm
1.116755009,140 bpm
1.11687994,140 bpm
1.117006063,140 bpm
1.133316994,140 bpm
1.133375883,140 bpm
1.15020895,140 bpm
1.166693926,140 bpm
1.183210135,140 bpm
1.18327713,140 bpm
1.183408976,140 bpm
1.199941874,140 bpm
1.200040102,140 bpm
1.200055122,140 bpm
1.20005703,140 bpm
1.200162172,140 bpm
1.216709852,140 bpm
1.23346591,140 bpm
1.249937058,140 bpm
1.249963999,140 bpm
1.266805172,140 bpm
1.283595085,140 bpm
1.316576958,140 bpm
1.323894978,140 bpm
1.332967997,140 bpm
1.333359003,140 bpm
1.333517075,140 bpm
1.383244038,140 bpm
1.516771078,140 bpm
1.566735983,140 bpm
1.583253145,140 bpm
1.75,140 bpm
1.849918842,140 bpm
1.89995718,140 bpm
1.016735077,140 bpm
1.050087929,140 bpm
1.483379841,140 bpm
0.900113106,140 bpm
0.900285006,140 bpm
0.916689873,140 bpm
0.916745901,140 bpm
0.916769028,140 bpm
0.949997187,140 bpm
0.950131178,140 bpm
0.966678858,140 bpm
0.966894865,140 bpm
0.966908932,140 bpm
0.983466148,140 bpm
1.016844988,140 bpm
1.065868855,140 bpm
1.066715002,140 bpm
1.083385944,140 bpm
1.083411932,140 bpm
1.100018978,140 bpm
1.100238085,140 bpm
1.16669488,140 bpm
1.166719913,140 bpm
1.184271097,140 bpm
1.20006299,140 bpm
1.216663837,140 bpm
1.216810942,140 bpm
1.249980927,140 bpm
1.25,140 bpm
1.250035048,140 bpm
1.250046015,140 bpm
1.250061989,140 bpm
1.283447981,140 bpm
1.283465147,140 bpm
1.316726923,140 bpm
1.416648149,140 bpm
1.500025988,140 bpm
1.533360004,140 bpm
1.566876888,140 bpm
1.7932868,140 bpm
1.966732979,140 bpm
2.116580963,140 bpm
2.233250856,140 bpm
2.249825001,140 bpm
2.750095844,140 bpm
2.933227062,140 bpm
0.786436081,140 bpm
0.803656101,140 bpm
0.852518082,140 bpm
0.853056908,140 bpm
0.869590998,140 bpm
0.900433064,140 bpm
0.900764942,140 bpm
0.901212215,140 bpm
0.903409004,140 bpm
0.919507027,140 bpm
0.921322107,140 bpm
0.934350967,140 bpm
0.935977936,140 bpm
0.951517105,140 bpm
0.986232042,140 bpm
0.986826181,140 bpm
0.991803169,140 bpm
1.001484871,140 bpm
1.001541853,140 bpm
1.003624916,140 bpm
1.003822088,140 bpm
1.015825033,140 bpm
1.020519972,140 bpm
1.032014847,140 bpm
1.034538984,140 bpm
1.035021067,140 bpm
1.035567999,140 bpm
1.036497116,140 bpm
1.053303003,140 bpm
1.053519964,140 bpm
1.070873022,140 bpm
1.071151972,140 bpm
1.087749958,140 bpm
1.101622105,140 bpm
1.102804899,140 bpm
1.103028059,140 bpm
1.103224039,140 bpm
1.103423119,140 bpm
1.120921135,140 bpm
1.134903193,140 bpm
1.169492006,140 bpm
1.170519114,140 bpm
1.269917965,140 bpm
1.371228933,140 bpm
1.466944933,140 bpm
1.770684958,140 bpm
3.12245512,140 bpm
3.457511902,140 bpm
1.131710052,140 bpm
1.583992004,140 bpm
0.916342974,140 bpm
1.167226076,140 bpm
1.080968142,140 bpm
1.081930876,140 bpm
1.083350897,140 bpm
1.101593971,140 bpm
1.133407116,140 bpm
1.164003849,140 bpm
1.182265997,140 bpm
1.248289108,140 bpm
1.298062801,140 bpm
1.308640003,140 bpm
1.314503908,140 bpm
1.316799164,140 bpm
1.364798069,140 bpm
1.399953127,140 bpm
1.400183916,140 bpm
1.431643009,140 bpm
1.432808161,140 bpm
1.549170971,140 bpm
1.664764166,140 bpm
1.88313818,140 bpm
2.148571014,140 bpm
0.897641182,140 bpm
0.93047595,140 bpm
0.965724945,140 bpm
0.983517885,140 bpm
0.99850893,140 bpm
1.033406019,140 bpm
1.033778191,140 bpm
1.078079939,140 bpm
1.100415945,140 bpm
1.132686138,140 bpm
1.133309126,140 bpm
1.183295012,140 bpm
1.198850155,140 bpm
1.232778072,140 bpm
1.246385098,140 bpm
1.248901129,140 bpm
1.333046913,140 bpm
1.349156857,140 bpm
1.41534996,140 bpm
1.41683507,140 bpm
1.680628061,140 bpm
1.881729841,140 bpm
1.016822815,140 bpm
1.033583879,140 bpm
1.183367014,140 bpm
1.233504057,140 bpm
1.250276089,140 bpm
1.266771078,140 bpm
1.299885035,140 bpm
1.316759825,140 bpm
1.333404064,140 bpm
1.38487196,140 bpm
1.43295598,140 bpm
1.43330884,140 bpm
1.466710091,140 bpm
1.499120951,140 bpm
